Classification Level,Count
Enterococcus durans,1279
Lactobacillus casei,992
Lactobacillus fermentum,2270
Leuconostoc mesenteroides,1170
Cronobacter sakazakii,780
Polynucleobacter cosmopolitanus,215
Bacillus cereus,4594
Lactobacillus delbrueckii subsp. bulgaricus,641
Microbacterium paraoxydans,134
Streptococcus salivarius subsp. thermophilus,804
Mycobacterium tuberculosis,3798
Vibrio parahaemolyticus,1339
Salmonella enterica subsp. enterica serovar Enteritidis,733
Bacillus sp. (in: Bacteria),4220
Bacillus subtilis,5780
Bordetella pertussis,1376
Neisseria meningitidis,1882
Bacillus megaterium,1935
Polynucleobacter asymbioticus,300
Bacillus aryabhattai,1030
Salmonella enterica subsp. enterica serovar Typhimurium,671
Stenotrophomonas maltophilia,1515
Lysinibacillus fusiformis,497
Lactobacillus plantarum,4565
Streptococcus salivarius,198
Ochrobactrum anthropi,246
Streptococcus pneumoniae,7825
Bacillus pumilus,2196
Methylobacterium radiotolerans,156
Bradyrhizobium elkanii,260
Clostridium butyricum,190
Staphylococcus sciuri,288
Bacillus licheniformis,2683
Lactobacillus paracasei,749
Vibrio cholerae,811
Bacillus endophyticus,202
Staphylococcus aureus,5752
Paenibacillus polymyxa,535
Salmonella enterica subsp. enterica serovar Typhi,2849
Escherichia coli,9060
Pseudomonas putida,1534
Haemophilus influenzae,1044
Paenarthrobacter nitroguajacolicus,108
Streptococcus pyogenes,790
Bacillus velezensis,1436
Salmonella enterica,1803
Pseudomonas aeruginosa,4827
Weissella cibaria,292
Lactobacillus brevis,841
Collinsella aerofaciens,256
Helicobacter pylori,428
Klebsiella pneumoniae,5472
Serratia marcescens,1314
Streptococcus agalactiae,1548
Enterococcus faecium,3164
Streptococcus anginosus,416
Bacillus stratosphericus,200
Lactobacillus reuteri,433
gamma proteobacterium symbiont of Plautia stali,238
Citrobacter freundii,718
Hafnia alvei,142
Paraburkholderia nodosa,110
Campylobacter jejuni,1599
Rhodococcus erythropolis,307
Streptococcus dysgalactiae subsp. equisimilis,167
Bacillus amyloliquefaciens,2015
Lactobacillus helveticus,1467
Listeria monocytogenes,2756
bacterium endosymbiont of Onthophagus Taurus,230
Muribacter muris,106
Pediococcus pentosaceus,640
Salinispora arenicola,102
Enterococcus hirae,450
Phaeobacter inhibens,126
Burkholderia vietnamiensis,131
Bacillus aerius,149
Bacillus tequilensis,474
Pseudomonas stutzeri,919
Pseudomonas fluorescens,1248
Lactobacillus kefiranofaciens,128
Clavibacter michiganensis,176
Staphylococcus epidermidis,1086
Lactococcus lactis,2196
Brucella melitensis,621
Pseudomonas fulva,145
Burkholderia pseudomallei,885
Pectobacterium carotovorum,401
Haemophilus haemolyticus,155
Leclercia adecarboxylata,109
Enterobacter hormaechei,309
Aeribacillus pallidus,101
Salmonella enterica subsp. enterica serovar Paratyphi A,643
Bacillus flexus,481
Proteus vulgaris,154
Dickeya chrysanthemi,167
Bacillus halotolerans,379
Bacillus altitudinis,554
Proteus mirabilis,540
Pseudomonas azotoformans,160
Enterobacter cloacae,2057
Aeromonas veronii,650
Chlamydia trachomatis,190
Serratia symbiotica,192
Klebsiella variicola,305
Staphylococcus equorum,182
Bacillus vallismortis,148
Leuconostoc lactis,480
Sorangium cellulosum,142
Streptococcus equi,295
Clostridium botulinum,524
Cellulosimicrobium cellulans,105
Ensifer fredii,141
Vibrio campbellii,227
Acinetobacter baumannii,2288
Streptococcus suis,1474
Providencia rettgeri,136
Enterococcus faecalis,1864
Bacillus safensis,766
Kocuria rhizophila,100
Bacillus aquimaris,238
Corynebacterium glutamicum,185
Bacillus paralicheniformis,173
Lactobacillus pentosus,352
Mesorhizobium amorphae,189
Shigella boydii,217
Vibrio fluvialis,120
Corynebacterium diphtheriae,136
Mycobacterium abscessus,1004
Ralstonia solanacearum,666
Escherichia coli O157:H7,145
Streptomyces scabiei,179
Ornithobacterium rhinotracheale,119
Campylobacter coli,938
Shigella flexneri,252
Mannheimia haemolytica,123
Bacillus coagulans,186
Enterobacter ludwigii,352
Glaesserella parasuis,291
Alteromonas macleodii,163
Lactobacillus sakei,409
Neisseria gonorrhoeae,489
Aeromonas sobria,234
Bacillus thuringiensis,1590
Lactobacillus acidophilus,164
Pseudomonas syringae pv. actinidiae,139
Azospirillum brasilense,122
Ensifer adhaerens,171
Enterobacter hormaechei subsp. xiangfangensis,129
Salmonella enterica subsp. enterica serovar Newport,147
Lactobacillus gasseri,123
Clostridium perfringens,322
Acinetobacter calcoaceticus,445
Lactobacillus rhamnosus,444
Staphylococcus warneri,357
Bacillus pseudomycoides,199
Shewanella algae,176
Corynebacterium pseudotuberculosis,288
Anaplasma phagocytophilum,111
Lactobacillus salivarius,403
Enterobacter asburiae,359
Clostridioides difficile,2171
Morganella morganii,258
Pseudomonas frederiksbergensis,156
Pseudomonas syringae,204
Pantoea vagans,156
Alcaligenes faecalis,450
Staphylococcus saprophyticus,459
Aeromonas hydrophila,1101
[Clostridium] leptum,145
Shewanella putrefaciens,174
Leuconostoc citreum,260
Acinetobacter johnsonii,297
Francisella tularensis,170
Pseudarthrobacter oxydans,211
Thermoanaerobacter uzonensis,213
Brevibacillus brevis,254
Pseudomonas nitroreducens,103
Ensifer meliloti,525
Acinetobacter radioresistens,152
Streptococcus mutans,253
Enterococcus avium,108
Gilliamella apicola,127
Burkholderia cepacia,452
Aeromonas caviae,323
Pseudomonas plecoglossicida,265
Bacillus anthracis,999
Candidatus Sulcia muelleri,390
[Brevibacterium] frigoritolerans,225
Bradyrhizobium yuanmingense,184
Salmonella enterica subsp. enterica serovar Tennessee,109
Klebsiella oxytoca,580
Legionella pneumophila,724
Lactobacillus kunkeei,359
Pseudomonas oleovorans,204
Microbacterium testaceum,145
Salmonella enterica subsp. enterica serovar Weltevreden,143
Pseudomonas tolaasii,115
Staphylococcus pasteuri,222
Pasteurellaceae bacterium,255
Edwardsiella tarda,195
Bacillus cytotoxicus,151
Klebsiella aerogenes,301
Agrobacterium radiobacter,804
Burkholderia cenocepacia,486
Shigella sonnei,969
Staphylococcus hominis,327
Yersinia enterocolitica,316
Xanthomonas oryzae pv. oryzae,240
Lactobacillus crispatus,122
Pseudomonas gessardii,123
Micrococcus luteus,451
Burkholderia multivorans,129
Pediococcus acidilactici,334
Micrococcus yunnanensis,154
Rhizobium leguminosarum,557
Listonella anguillarum,277
Shigella dysenteriae,213
Pectobacterium carotovorum subsp. brasiliense,178
Brevibacillus borstelensis,132
Delftia acidovorans,102
Xanthomonas citri pv. citri,115
Bacillus firmus,468
Salmonella enterica subsp. enterica serovar Typhimurium str. DT104,361
synthetic construct,161
Cutibacterium acnes,257
Halobacillus trueperi,102
Pseudomonas monteilii,208
Salmonella enterica subsp. enterica serovar Heidelberg,237
Stenotrophomonas rhizophila,172
Burkholderia ubonensis,321
Acinetobacter pittii,237
Bacillus marisflavi,167
Pseudomonas veronii,184
Enterococcus italicus,104
Pseudomonas fragi,295
Rahnella aquatilis,210
Lactobacillus delbrueckii,146
Streptococcus mitis,225
Streptococcus equinus,216
Azotobacter chroococcum,137
Kocuria palustris,136
Brevibacillus agri,100
Lysinibacillus sphaericus,468
Vibrio alginolyticus,618
Weissella confusa,339
Macrococcus caseolyticus,101
Curtobacterium flaccumfaciens,116
Acidithiobacillus ferrooxidans,250
Vibrio vulnificus,240
Lactococcus garvieae,479
Bacillus simplex,462
Aster yellows phytoplasma,105
Acinetobacter lwoffii,321
Candidatus Methylopumilus planktonicus,109
Photobacterium damselae,130
Burkholderia mallei,176
Mycobacterium abscessus subsp. massiliense,318
